id
21
235
49458
55701
53580
55888
52701
49889
54789
52588
48418
56285
51122
52742
54900
966
50713
37885
52196
55597
53516
53410
53770
53434
44042
56230
53407
53835
55357
56690
54233
56923
39894
50869
53865
55855
55265
9874
54829
36064
54839
55717
54866
54309
56838
56738
53876
54199
53356
55911
57100
53912
55877
51358
55102
57031
8687
56835
56768
57391
57391
58125
58080
23539
35300
52405
54803
51461
57508
57508
56980
47794
56165
47405
48651
15407
57160
58510
58510
2406
36686
40855
49944
51859
49210
1199
34454
48824
51039
42163
54758
57519
29643
6149
54859
50607
55194
41409
53702
57647
57647
55547
49987
54040
57390
57390
53204
53725
56785
52104
50487
54629
58449
53492
57623
57623
57993
57993
1960
53724
53258
50051
50250
52684
57478
58091
42267
32353
56553
49448
57798
51836
43626
41884
54623
55003
52244
51539
56566
48956
50418
53506
52752
55145
54622
30088
49743
54142
54907
54353
56654
48442
55146
49305
55463
57044
4459
56779
48392
55548
56153
56512
56778
57789
56524
52765
44376
55902
42295
54849
55809
55849
37096
57663
57915
57915
56905
56154
38817
57946
57946
55151
56800
51289
37290
54437
53748
56840
35686
57753
52623
56852
55512
36639
30151
51768
57501
51554
57487
57487
53907
57614
57614
53477
53449
57660
57860
55255
57067
39222
8336
55593
50522
10506
57995
53534
57661
35694
58123
58123
56717
50898
57861
50970
57264
57936
57662
57442
31667
29427
18941
42804
38776
51889
41880
58185
57937
53443
58509
57351
22669
58121
55732
56930
34264
56178
58278
57613
30119
57229
57512
29375
58215
58122
24977
36724
32773
38025
58242
33922
35696
57600
51532
29421
56787
35372
34845
37850
56157
34847
35698
56677
24773
35695
57865
35312
35311
34990
58351
38099
34205
58057
40768
37678
57594
57877
30154
38451
41458
35590
57226
40393
50388
38097
36543
52076
52553
32799
56773
36700
57314
37343
56853
34092
35962
58447
55572
52257
56903
55351
54871
56986
49598
53408
58325
57538
36613
38926
41546
57906
38928
51682
38927
52066
41100
51563
45677
51210
52610
54065
58563
58297
56484
58564
52227
57357
53830
52100
57878
57657
58068
56993
54558
54919
48101
57836
57744
56622
58602
56481
58494
57131
42812
47572
57532
54667
56560
57882
58295
56623
53020
43696
50249
58493
57106
57218
47787
58603
56942
48251
54059
54361
47599
58463
54071
58376
58379
58490
55045
54873
54129
57078
54783
56107
55394
56156
57464
56118
58499
58569
58380
58604
58608
58608
57271
58607
58261
58631
