id,title,title_en,title_jp,source,members,score,format,episodes,season,year,starting_at,airing_day,studio,official_site,twitter_username
57993,Oomuro-ke: Dear Friends,,大室家 dear friends,Manga,4083,,Movie,1.0,,,2024-06-21T00:00:00+00:00,,Passione/ Studio Lings,https://ohmuroke.com,omrk_movie
1960,Sore Ike! Anpanman,,それいけ！アンパンマン,Picture book,4010,6.8,TV,,fall,1988.0,1988-10-03T00:00:00+00:00,Fridays,TMS Entertainment,http://www.ntv.co.jp/anpanman/,
53724,Majo wa Kekkyoku Sono Kyaku to... The Animation,,魔女は結局その客と... THE ANIMATION,Manga,4006,6.9,OVA,,,,2023-02-24T00:00:00+00:00,,Studio 1st,,
53258,Mama Katsu: Midareru Mama-tachi no Himitsu,,ママ喝っ,Original,3901,6.82,OVA,,,,2022-12-23T00:00:00+00:00,,Nur,,
50051,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,,Abandon -100ヌキしないと出られない不思議な教室-,Manga,3710,6.34,OVA,,,,2022-03-11T00:00:00+00:00,,Rabbit Gate,,
50250,Chiikawa,,ちいかわ,Web manga,3591,6.85,TV,,spring,2022.0,2022-04-04T00:00:00+00:00,Fridays,Doga Kobo,https://www.anime-chiikawa.jp/,ngnchiikawa
52684,Shen Yin Wangzuo 2nd Season,Throne of Seal 2nd Season,神印王座 第二季,Web novel,3581,8.03,ONA,78.0,,,2022-11-10T00:00:00+00:00,,Shenman Entertainment,,
57478,Kuramerukagari,,クラメルカガリ,Original,3468,,Movie,1.0,,,2024-04-12T00:00:00+00:00,,Team OneOne,https://www.kurayukaba.jp/,
58091,Gintama on Theater 2D: Ikkoku Keisei-hen,,銀魂オンシアター2D 一国傾城篇,Manga,3341,,Movie,1.0,,,2024-06-21T00:00:00+00:00,,Bandai Namco Pictures,https://anime-gintama.com/on_theater_2d/ikkokukeisei/,gintamamovie
42267,Dubu Xiaoyao,,独步逍遥,Novel,3236,6.8,ONA,,,,2020-06-18T00:00:00+00:00,,Suoyi Technology,https://v.qq.com/detail/m/mzc00200qqsk3cv.html,
32353,Bonobono (TV 2016),Bono Bono,ぼのぼの,4-koma manga,3145,6.39,TV,,spring,2016.0,2016-04-02T00:00:00+00:00,Saturdays,Eiken,http://www.bonoanime.jp/,
56553,Kurayukaba,,クラユカバ,Original,3100,,Movie,1.0,,,2024-04-12T00:00:00+00:00,,Team OneOne,https://www.kurayukaba.jp/,kurayukaba
49448,Ni Tian Zhizun,Against The Sky Supreme,逆天至尊,Novel,2917,7.05,ONA,380.0,,,2021-07-16T00:00:00+00:00,,Suoyi Technology,https://v.qq.com/detail/t/mzc00200azkttu2.html,
57798,Shinkalion: Change the World,,シンカリオン チェンジ ザ ワールド,Other,2894,6.15,TV,,spring,2024.0,2024-04-07T00:00:00+00:00,Sundays,Production I.G/ Signal.MD,https://www.shinkalion.com/,shinkalion
51836,Douluo Dalu II: Jueshi Tangmen,Soul Land 2: The Peerless Tang Clan,斗罗大陆Ⅱ绝世唐门,Web novel,2889,7.99,ONA,52.0,,,2023-06-24T00:00:00+00:00,,Sparkly Key Animation Studio,https://v.qq.com/x/cover/mzc00200xf3rir6/v00435igam1.html,
43626,Jue Shi Wu Hun,,绝世武魂,Novel,2863,6.75,ONA,,,,2020-10-25T00:00:00+00:00,,Suoyi Technology,http://www.soyep.cn/productdetails.html?14,
41884,Ling Jian Zun 4th Season,,灵剑尊 第四季,Novel,2827,7.09,ONA,,,,2020-09-08T00:00:00+00:00,,Suoyi Technology,https://v.qq.com/detail/2/2w2legt0g8z26al.html,
54623,Fushigi no Kuni no Succubus,Succubus in Wonderland,不思議の国のサキュバス,Game,2822,5.94,OVA,,,,2023-05-26T00:00:00+00:00,,Majin,,
55003,1LDK + JK Ikinari Doukyo? Micchaku!? Hatsu Ecchi!!?,,1LDK＋J系 いきなり同居？密着！？初エッチ！！？,Manga,2818,6.72,OVA,,,,2023-07-07T00:00:00+00:00,,Studio 1st,https://www.mediabank.co.jp/product.php?model=KNB-M007,
52244,Korashime 2: Kyouikuteki Depaga Shidou,,懲らしめ2～狂育的デパガ指導～,Visual novel,2796,6.48,OVA,,,,2022-09-30T00:00:00+00:00,,PoRO,,
51539,Rabbits Kingdom the Movie,,「ツキウタ。」劇場版 RABBITS KINGDOM THE MOVIE,Music,2792,,Movie,1.0,,,2024-06-14T00:00:00+00:00,,Studio Sign,https://tsukiuta-movie.com/,
56566,Beyblade X,,ベイブレードエックス,Manga,2774,6.81,TV,,fall,2023.0,2023-10-06T00:00:00+00:00,Fridays,OLM,https://beyblade.takaratomy.co.jp/anime/,beyblade_info
48956,Wu Shang Shen Di 2nd Season,,无上神帝 第二季,Novel,2691,6.97,ONA,400.0,,,2021-05-21T00:00:00+00:00,,Ruo Hong Culture,https://v.qq.com/detail/m/mzc00200ilydv1a.html,
50418,Ninjala (TV),,ニンジャラ,Game,2664,5.5,TV,,winter,2022.0,2022-01-08T00:00:00+00:00,Saturdays,OLM,https://www.tv-tokyo.co.jp/anime/ninjala/,Ninjala_JP
53506,Yari Agari,,ヤリ上がり,Original,2617,6.31,OVA,,,,2023-01-27T00:00:00+00:00,,Nur,,
52752,Aoharu Snatch,,アオハルスナッチ,Manga,2587,5.86,OVA,,,,2023-02-17T00:00:00+00:00,,Blue bread,https://www.mediabank.co.jp/product.php?model=QNB-M110,
55145,Okusama no Kaifuku Jutsu The Animation,,奥さまの回復術 THE ANIMATION,Visual novel,2504,6.81,OVA,,,,2023-07-28T00:00:00+00:00,,Seven,https://www.pinkpineapple.co.jp/detail.php?cid=4&did=2409,
54622,Rakuen Shinshoku: Island of the Dead,,楽園侵触 Island of the dead,Visual novel,2356,6.52,OVA,2.0,,,2023-05-26T00:00:00+00:00,,Rabbit Gate,http://showten.info/products/anime/stap027.html,
30088,Ryoutei no Aji,RYOTEI-NO-AJI,料亭の味,Original,2352,6.73,CM,,,,2014-03-28T00:00:00+00:00,,Studio Colorido,http://www.marukome.co.jp/ryotei/cm/index.html,
49743,Tabi wa ni,,旅はに,Original,2273,,OVA,3.0,,,2023-04-08T00:00:00+00:00,,studio hb,https://www.tabihani.com/,tabihani_PR
54142,Cardfight!! Vanguard: Divinez,,カードファイト!! ヴァンガード DivineZ,Original,2262,6.84,TV,13.0,winter,2024.0,2024-01-13T00:00:00+00:00,Saturdays,Kinema Citrus/ GIFTanimation/ Studio Jemi,https://anime.cf-vanguard.com/vgd/,
54907,Shin Yaranai ka,,新・やらないか,Manga,2212,,OVA,1.0,,,2024-04-01T00:00:00+00:00,,Anime Tokyo,https://www.animekusomiso.com/,anime_kusomiso
54353,Kokuhaku……,,告白……,Original,2212,5.97,OVA,,,,2023-04-28T00:00:00+00:00,,Nur,,
56654,Sweet and Hot,,Sweet and Hot,Manga,2202,6.22,OVA,,,,2023-11-10T00:00:00+00:00,,Blue bread,,
48442,Shikaru Neko,,しかるねこ,Manga,2163,,TV,,spring,2021.0,2021-03-22T00:00:00+00:00,,,https://dogatch.jp/feature/shikaruneko/,shikaruneko
55146,Kunoichi Ryoujokuden Ajisai,,くノ一陵辱伝 紫陽花,Game,2130,6.03,OVA,,,,2023-07-28T00:00:00+00:00,,Suzuki Mirano,,
49305,Wan Jie Xian Zong 5th Season,The Wonderland of Ten Thousand 5th Season,万界仙踪 第五季,Web manga,2124,6.81,ONA,,,,2021-06-26T00:00:00+00:00,,Ruo Hong Culture,https://v.qq.com/x/cover/5cuf8ahvxvm2587/a060922tbc6.html,
55463,Odekake Kozame,,おでかけ子ザメ,Manga,2116,7.43,ONA,,,,2023-08-01T00:00:00+00:00,,ENGI,https://odekake-kozame.com/,kozame_info
57044,Fleur The Animation,,フルール THE ANIMATION,Manga,2088,6.84,OVA,,,,2024-01-26T00:00:00+00:00,,Studio 1st,,
4459,Ojarumaru,Prince Mackaroo,おじゃる丸,Original,2086,6.38,TV,,fall,1998.0,1998-10-05T00:00:00+00:00,,Gallop,http://www.nhk.or.jp/anime/ojaru/,
56779,Doukyo Suru Neneki,,同居する粘液,Manga,2054,6.15,OVA,,,,2023-11-10T00:00:00+00:00,,New Generation,https://www.mediabank.co.jp/product.php?model=KNB-M009,
48392,Meijyou,,迷情,Original,2038,5.44,ONA,,,,2021-02-26T00:00:00+00:00,,Poly Animation,https://www.polyanimation.com/meijyou,
55548,So_low,,so_low,Original,1995,5.99,OVA,,,,2023-07-28T00:00:00+00:00,,Nur,,
56153,Mihitsu no Koi,,未必の恋,Original,1963,6.62,OVA,,,,2023-10-27T00:00:00+00:00,,Nur,,
56512,Ane Jiyoku Tsukushi: Neesan no Shitagi,,姉辱尽くし ~姉さんの下着~,Original,1915,6.36,OVA,,,,2023-11-24T00:00:00+00:00,,Nur,,
56778,No Waifu No Life!,,NO 猥婦 NO LIFE！,Manga,1912,5.82,OVA,,,,2024-02-23T00:00:00+00:00,,Blue bread,,
57789,"Ateuma Chara no Kuse shite, Super Darling Ouji ni Chouai sareteimasu.","The Perfect Prince Loves Me, the Side Character?!",当て馬キャラのくせして、 スパダリ王子に寵愛されています。,Manga,1898,,ONA,,,,2024-04-08T00:00:00+00:00,,Studio Hokiboshi,https://atekuse.af-original.com,af_originalBL
56524,Tunshi Xingkong 4th Season,Swallowed Star 4th Season,吞噬星空 第四季,Novel,1890,8.22,ONA,52.0,,,2023-10-03T00:00:00+00:00,,Sparkly Key Animation Studio,,
52765,Wan Jie Du Zun 2nd Season,Ten Thousand Worlds,万界独尊,Novel,1883,6.88,ONA,,,,2022-08-16T00:00:00+00:00,,Ruo Hong Culture,https://v.qq.com/detail/m/mzc00200cu8uq8c.html,
44376,Idol Land PriPara,,アイドルランドプリパラ,Game,1881,7.6,ONA,,,,2021-08-18T00:00:00+00:00,,,https://pripara.jp/idolland/,
55902,Junjou Decamelon,,純情デカメロン,Manga,1818,5.83,OVA,,,,2023-09-01T00:00:00+00:00,,Blue bread,,
42295,Fushigi Dagashiya: Zenitendou,,ふしぎ駄菓子屋 銭天堂,Novel,1818,5.99,TV,,fall,2020.0,2020-09-08T00:00:00+00:00,Tuesdays,Toei Animation/ Gallop/ Kanaban Graphics,http://www.toei-anim.co.jp/tv/zenitendo/,
54849,Nightmare x Deathscythe: Hangyaku no Resonance,,Nightmare×Deathscytheー前編ー叛逆のレゾナンス,Visual novel,1754,5.46,OVA,,,,2023-05-26T00:00:00+00:00,,Anime Antenna Iinkai,https://www.mediabank.co.jp/product.php?model=GBR-028,
55809,Xian Ni,Renegade Immortal,仙逆,Novel,1707,7.78,ONA,76.0,,,2023-09-25T00:00:00+00:00,,BUILD DREAM,https://v.qq.com/x/cover/mzc00200aaogpgh/f00438ktx0i.html,
55849,Night Tail,,ナイトテール,Game,1685,5.97,OVA,,,,2023-09-29T00:00:00+00:00,,Majin,,
37096,Puzzle & Dragon,Puzzle & Dragon,パズドラ,Game,1566,5.83,TV,,spring,2018.0,2018-04-02T00:00:00+00:00,Mondays,Pierrot,https://www.tv-tokyo.co.jp/anime/pad/,
57663,Kui Cheng Shoufu Cong Youxi Kaishi,Losing Money to Be a Tycoon,亏成首富从游戏开始,Web novel,1538,6.99,ONA,,,,2024-02-03T00:00:00+00:00,,Foch Films,,
57915,Suu-funkan no Yell wo,,数分間のエールを,Original,1513,,Movie,1.0,,,2024-06-14T00:00:00+00:00,,Hurray!/ 100studio,https://yell-movie2024.com/,yellmovie_2024
57915,Suu-funkan no Yell wo,,数分間のエールを,Original,1513,,Movie,1.0,,,2024-06-14T00:00:00+00:00,,Hurray!/ 100studio,https://yell-movie2024.com/,yellmovie_2024
56905,Yuusha-hime Miria,,勇者姫ミリア,Game,1463,5.63,OVA,,,,2023-12-22T00:00:00+00:00,,Majin,,
56154,Mahou Touki Lilustear,,魔法闘姫リルスティア,Game,1463,5.37,OVA,,,,2023-10-27T00:00:00+00:00,,Majin,,
38817,Takarasagashi no Natsuyasumi,,たからさがしのなつやすみ,Original,1452,6.41,ONA,,,,2014-02-01T00:00:00+00:00,,,http://www.kap3d.com/wp/,
57946,Himitsu no AiPri,,ひみつのアイプリ,Game,1445,,TV,,spring,2024.0,2024-04-07T00:00:00+00:00,Sundays,OLM/ Dongwoo A&E,https://aipri.jp/anime/,PrettySeriesPR
57946,Himitsu no AiPri,,ひみつのアイプリ,Game,1445,,TV,,spring,2024.0,2024-04-07T00:00:00+00:00,Sundays,OLM/ Dongwoo A&E,https://aipri.jp/anime/,PrettySeriesPR
55151,Da Zhu Zai Nian Fan,The Great Ruler,大主宰年番,Web novel,1438,7.23,ONA,52.0,,,2023-06-30T00:00:00+00:00,,Motion Magic,,
56800,Kozukuri Ninkatsu Bu!,,子作り妊活部!,Light novel,1430,6.28,OVA,,,,2023-11-10T00:00:00+00:00,,Studio 1st,,
51289,Zhe Tian,Shrouding the Heavens,遮天,Web novel,1426,7.11,ONA,52.0,,,2023-05-03T00:00:00+00:00,,Original Force,https://v.qq.com/detail/t/mzc00200n53vkqc.html,
37290,Ani x Para: Anata no Hero wa Dare desu ka,Animation × Paralympic: Who Is Your Hero?,アニ×パラ〜あなたのヒーローは誰ですか〜,Original,1394,6.47,TV Special,,,,2017-11-10T00:00:00+00:00,,Nippon Animation/ Gallop/ TMS Entertainment/ SynergySP/ DLE,http://www.nhk.or.jp/anime/anipara/,
54437,Lian Qi Shi Wan Nian,One Hundred Thousand Years of Qi Refining,炼气十万年,Web novel,1368,7.27,ONA,160.0,,,2023-02-18T00:00:00+00:00,,Suoyi Technology,https://v.qq.com/x/cover/mzc002006n62s11/e0045s2g2eg.html,
53748,Saint Seiya: Knights of the Zodiac - Battle Sanctuary Part 2,Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2,聖闘士星矢：Knights of the Zodiac バトル・サンクチュアリ Part2,Manga,1354,6.41,ONA,,,,2024-04-01T00:00:00+00:00,,Toei Animation,https://www.saintseiya-kotz.com/,
56840,T.P BON,,T・Pぼん,Manga,1337,,ONA,,,,2024-05-02T00:00:00+00:00,,Bones,,
35686,Doraemon (2005) Specials,,ドラえもん (2005) Specials,Unknown,1323,6.7,TV Special,,,,2005-04-15T00:00:00+00:00,,,,
57753,Jantama Kan!!,Mahjong Soul Kan!!,じゃんたま カン!!,Game,1278,,ONA,,,,2024-04-25T00:00:00+00:00,,Alke,https://mahjongsoul-kang.jp/,MahjongSoul_JP
52623,Wangu Shenhua,Ancient Myth,万古神话,Web novel,1263,6.66,ONA,,,,2022-08-15T00:00:00+00:00,,Suoyi Technology,http://www.iqiyi.com/lib/m_5393462347853714.html,
56852,Shunka Shuutou,,旬花蒐陶,Original,1255,5.82,OVA,,,,2023-12-22T00:00:00+00:00,,Nur,,
55512,Mahou Shoujo Noble Rose The Animation,,魔法少女ノーブルローズ THE ANIMATION,Game,1232,5.64,OVA,,,,2023-07-14T00:00:00+00:00,,Anime Antenna Iinkai,,
36639,Shadowverse PVs,Shadowverse,Shadowverse シャドウバース,Card game,1223,5.91,PV,,,,2015-10-16T00:00:00+00:00,,,https://shadowverse.com/special/videos/,
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,Original,1191,,TV,,fall,2012.0,2012-11-16T00:00:00+00:00,,,http://giftmovie.jp/pc/,
51768,Girigiri Warukunai Watame,Watame Did Borderline Nothing Wrong,ギリギリわるくないわため,Original,1183,6.86,ONA,,,,2022-01-07T00:00:00+00:00,,Hololive Production,,
57501,SiNiSistar,,シニシスタ,Game,1179,5.24,OVA,,,,2024-01-26T00:00:00+00:00,,Majin,,
51554,Kidou Senshi Gundam 00: Revealed Chronicle,Mobile Suit Gundam 00 Revealed Chronicle,機動戦士ガンダム00 Revealed Chronicle,Original,1165,,ONA,,,,2022-04-04T00:00:00+00:00,,,https://tamashii.jp/item_character/gundam_oo_rc/,
57487,Rising Impact,,ライジングインパクト,Manga,1158,,ONA,,,,2024-06-22T00:00:00+00:00,,Lay-duce,,
57487,Rising Impact,,ライジングインパクト,Manga,1158,,ONA,,,,2024-06-22T00:00:00+00:00,,Lay-duce,,
53907,Tom to Jerry (2022),Tom and Jerry,とむとじぇりー,Other,1141,6.29,Special,,,,2022-11-11T00:00:00+00:00,,Fanworks/ Studio Nanahoshi,https://wwws.warnerbros.co.jp/tomandjerry/short-animation/,TomAndJerry_JP
57614,Shadowverse Flame: Arc-hen,,シャドウバースＦ アーク編,Card game,1105,,TV,,spring,2024.0,2024-04-13T00:00:00+00:00,Saturdays,Zexcs,https://anime.shadowverse.jp,shadowverse_anm
57614,Shadowverse Flame: Arc-hen,,シャドウバースＦ アーク編,Card game,1105,,TV,,spring,2024.0,2024-04-13T00:00:00+00:00,Saturdays,Zexcs,https://anime.shadowverse.jp,shadowverse_anm
53477,Binghuo Mochu 2,The Magic Chef of Ice and Fire 2nd Season,冰火魔厨 第二季,Web novel,1093,7.09,ONA,,,,2022-12-03T00:00:00+00:00,,Joicy Studio,,
53449,Hanhua Riji 4th Season,God Troubles Me 4th Season,汉化日记 第四季,Original,1076,,ONA,12.0,,,2024-03-10T00:00:00+00:00,,L²Studio,,
57660,Ojisan de Umeru Ana The Animation,,おじさんで埋める穴 THE ANIMATION,Manga,1054,6.38,OVA,,,,2024-03-29T00:00:00+00:00,,Shion,https://www.pinkpineapple.co.jp/detail.php?did=2453,
57860,69: Itsuwari no Bishou,,69~偽りの微笑~,Original,1026,5.96,OVA,,,,2024-02-22T00:00:00+00:00,,Nur,,
55255,Alien Stage,Alien Stage,ALIEN STAGE (에일리언스테이지),Music,1008,7.53,Music,,,,2022-09-07T00:00:00+00:00,,LICO,,
57067,Fanren Xiu Xian Chuan 3rd Season,A Record of Mortal's Journey to Immortality Season 3,凡人修仙传 第三季,Web novel,985,7.62,ONA,48.0,,,2023-11-25T00:00:00+00:00,,Original Force/ Wonder Cat Animation,,
39222,Move to the Future,Move to the Future,MOVE TO THE FUTURE,Original,961,5.76,CM,,,,2020-01-31T00:00:00+00:00,,Studio Bind/ ROLL2,https://www.the0123.com/anime/,
8336,Hanakappa,,はなかっぱ,Picture book,943,6.04,TV,,spring,2010.0,2010-03-29T00:00:00+00:00,,Xebec/ OLM,http://www.hanakappa.jp/,
55593,Holo no Graffiti Specials,Holo Graffiti Specials,ホロのぐらふぃてぃ,Other,937,6.52,ONA,,,,2019-04-29T00:00:00+00:00,,Hololive Production,https://hololivepro.com,
50522,Teikou Penguin,,テイコウペンギン,Manga,928,,TV,,winter,2022.0,2022-01-05T00:00:00+00:00,Wednesdays,,https://www.tv-tokyo.co.jp/anime/kinder/intro/sakuhin30/,teikoupenguin
10506,Shiawase Haitatsu Taneko,,しあわせ配達おみくじタネコ,Original,902,,TV,,spring,2011.0,2011-03-26T00:00:00+00:00,,Kachidoki Studio,http://kachista.com,
57995,Bai Yao Pu 4th Season,Fairies Albums 4,百妖谱 第四季,Novel,896,,ONA,,,,2024-02-23T00:00:00+00:00,,,,
53534,i☆Ris the Movie: Full Energy!!,,i☆Ris the Movie -Full Energy!!-,Other,823,,Movie,1.0,,,2024-05-17T00:00:00+00:00,,Studio Gokumi,https://iris.dive2ent.com/movie/,iris_official_
57661,Kotowarenai Haha,,断れない母,Manga,765,,OVA,,,,2024-03-15T00:00:00+00:00,,Blue bread,,
35694,Kirin the Noop,Kirin the Noop,キリン・ザ・ヌープ,Original,763,5.18,TV Special,,,,2014-02-06T00:00:00+00:00,,,https://www6.nhk.or.jp/anime/topics/detail.html?i=10286,
58123,Dearest Blue,,ディアレストブルー,Visual novel,751,,OVA,,,,2024-04-26T00:00:00+00:00,,PoRO,,
58123,Dearest Blue,,ディアレストブルー,Visual novel,751,,OVA,,,,2024-04-26T00:00:00+00:00,,PoRO,,
56717,Xian Wu Chuan 2nd Season,Legend of Xianwu 2nd Season,仙武传 第二季,Web novel,745,7.15,ONA,42.0,,,2023-09-24T00:00:00+00:00,,Xiaoming Taiji,,
50898,Shen Wu Tianzun,The Legend of Sky Lord,神武天尊,Manga,729,6.79,ONA,,,,2020-10-05T00:00:00+00:00,,,https://www.iq.com/album/1b4lufwxd7h,
57861,Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,,好みじゃないけど-ムカつく姉と相性抜群エッチ-,Manga,727,,OVA,,,,2024-04-19T00:00:00+00:00,,New Generation,,
50970,Bukusuta The World,,ぶくスタ The WORLD,4-koma manga,705,,Movie,,,,2022-03-04T00:00:00+00:00,,,https://ensemblestars-anime.com/rts/news/?p=217,
57264,Bai Lian Cheng Shen 2nd Season,Apotheosis 2nd Season,百炼成神 第二季,Web novel,673,7.15,ONA,52.0,,,2023-12-08T00:00:00+00:00,,Qingxiang Culture,https://m.youku.com/video/id_XNTkxNTE0MzIwMA==?source=https%3A%2F%2Fmyanimelist.net%2F&s=bdfd61c13f714ae5affc,
57936,Rennyuu Order The Animation,,恋乳オーダー ～おかわり～ THE ANIMATION,Manga,658,,OVA,1.0,,,2024-04-26T00:00:00+00:00,,Studio 1st,https://www.pinkpineapple.co.jp/detail.php?cid=4&did=2457,
57662,Ruins Seeker,,ルインズシーカー,Game,639,,OVA,,,,2024-03-29T00:00:00+00:00,,Majin,,
57442,Shixiong A Shixiong 2nd Season,My Senior Brother Is Too Steady,师兄啊师兄 第二季,Web novel,636,7.27,ONA,26.0,,,2023-12-14T00:00:00+00:00,,Sparkly Key Animation Studio,https://v.youku.com/v_show/id_XNTkzNjcwOTkwOA==.html?s=badbb5792f934ddb82fd&scm=20140719.manual.15366.show_badbb5792f934ddb82fd&spm=a2hja.14919748_WEBCOMIC_JINGXUAN.drawer1.d_zj1_1,
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,,ポンコツクエスト～魔王と派遣の魔物たち～,Original,629,,ONA,,,,2013-08-22T00:00:00+00:00,,Pie in the sky,http://www.vap.co.jp/ponque/,
29427,Mori no Ratio,Ratio of Forest,森のレシオ,Unknown,620,,TV Special,,,,2010-03-26T00:00:00+00:00,,,http://www6.nhk.or.jp/anime/topics/detail.html?i=10289,
18941,Shimajirou no Wow!,,しまじろうのわお!,Other,617,,TV,,spring,2012.0,2012-04-02T00:00:00+00:00,Mondays,The Answer Studio,http://www.webtsc.com/prog/anime/shimajiro/,
42804,Onegai Patron-sama!,Dear My Patron,おねがいっパトロンさま！,Original,612,,ONA,,,,2020-10-18T00:00:00+00:00,,TANOsim,https://www.onepato.com/,
38776,Manul no Yuube,,マヌ～ルのゆうべ,Web manga,595,,TV,,fall,2018.0,2018-11-11T00:00:00+00:00,,,http://www.nhk.or.jp/ten5/programs/nature/manul/,
51889,Pokemon Kids TV Douyou,Pokémon Kids TV: Nursery Rhymes,ポケモン Kids TV 童謡 (どうよう),Game,588,,Music,,,,2019-02-01T00:00:00+00:00,,Pie in the sky/ Creatures Inc.,https://youtube.com/c/%E3%83%9D%E3%82%B1%E3%83%A2%E3%83%B3KidsTV,
41880,Crayon Shin-chan Specials,,クレヨンしんちゃん Specials,Manga,586,,Special,,,,1992-12-28T00:00:00+00:00,,Shin-Ei Animation,,
58185,Midareuchi,,みだれうち,Manga,568,,OVA,,,,2024-04-26T00:00:00+00:00,,T-Rex,,
57937,Mebuki The Animation,,雌吹 THE ANIMATION,Manga,563,,OVA,2.0,,,2024-04-26T00:00:00+00:00,,Studio 1st,https://www.pinkpineapple.co.jp/detail.php?cid=4&did=2459,
53443,Dongitsune Season 2,,どんぎつねシーズン2,Other,561,,CM,,,,2022-09-27T00:00:00+00:00,,Studio 4°C/ Telecom Animation Film/ Tatsunoko Production/ Studio Colorido,https://www.donbei.jp/cm1/,
58509,Zhu Xian 2nd Season,Jade Dynasty,诛仙 第二季,Web novel,547,,ONA,26.0,,,2024-03-30T00:00:00+00:00,,Cloud Art,https://v.qq.com/x/cover/mzc00200kwy29cd/r0048fdxget.html,
57351,Zhen Wu Dianfeng 3rd Season,The Peak of True Martial Arts 3rd Season,真武巅峰 第三季,Original,525,,ONA,52.0,,,2023-11-29T00:00:00+00:00,,Ruo Hong Culture,https://m.youku.com/video/id_XNTIwMjI5NDk4OA==.html?,
22669,Gohan Kaijuu Pap,,ごはんかいじゅうパップ,Original,521,,TV,,spring,2011.0,2011-04-25T00:00:00+00:00,,DLE,http://www.mxtv.co.jp/pap/,Gohan_Pap
58121,Kateikyoushi x ** 2 The Animation,,家庭教師X◯◯2 The Animation,Visual novel,512,,OVA,,,,2024-04-05T00:00:00+00:00,,Anime Antenna Iinkai,,
55732,Bu Xing Si: Yuan Qi,Blader Soul,捕星司·源起,Web novel,514,,ONA,18.0,,,2024-02-29T00:00:00+00:00,,,,
56930,Jian Yu Feng Yun 3rd Season,The Legend of Sword Domain 3rd Season,剑域风云 第三季,Original,506,,ONA,,,,2023-10-29T00:00:00+00:00,,Ruo Hong Culture,,
34264,Ninja Bear the Animation★,,忍者ベアーthe Animation★,Original,506,,TV,,,,2017-01-01T00:00:00+00:00,,KOO-KI,http://ninja-bear.com/,
56178,Celia-sensei no Wakuwaku Magical Kyoushitsu Season 2,,精霊幻想記』セリア先生のわくわくまじかる教室season2,Light novel,493,,ONA,,,,2023-08-04T00:00:00+00:00,,AQUA ARIS,,
58278,Kyonyuu Onna Shikan Sennou Saimin,,巨乳女士官・洗脳催眠,Visual novel,492,,OVA,2.0,,,2024-05-31T00:00:00+00:00,,Ryuu M's,https://www.lune-soft.jp/ova/26924,
57613,Wangu Kuang Di,The Proud Emperor of Eternity,万古狂帝,Original,492,,ONA,20.0,,,2024-01-01T00:00:00+00:00,,Ruo Hong Culture,https://v.youku.com/v_show/id_XNjI1MzEwODYwNA==.html,
30119,Yowamushi Monsters,,よわむしモンスターズ,Original,490,,TV,,winter,2013.0,2012-12-25T00:00:00+00:00,,,,
57229,Artiswitch: Ruru's Episodes of Memories,,Artiswitch（アーティスウィッチ）Ruru's Episodes of Memories,Original,489,,ONA,2.0,,,2023-11-20T00:00:00+00:00,,Sunrise,http://artiswitch.com,
57512,Yishi Zhi Zun,Ancient Lords,一世之尊,Web novel,487,,ONA,16.0,,,2024-02-18T00:00:00+00:00,,,,
29375,Robot Pulta,,ロボットパルタ,Unknown,484,,TV Special,,,,1995-04-04T00:00:00+00:00,,,http://www9.nhk.or.jp/anime/petit/paruta.html,
58215,NocturnaL,,NocturnaL,Manga,471,,OVA,,,,2024-04-05T00:00:00+00:00,,Blue bread,,
58122,Succubus ★ Connect!,,サキュバス★コネクト!,Game,460,,OVA,,,,2024-04-26T00:00:00+00:00,,Majin,,
24977,Kana Kana Kazoku,Kanakana Kazoku,かなかなかぞく,Original,454,,ONA,,,,2014-07-26T00:00:00+00:00,,DLE/ Studio Placebo,http://kanakanakazoku.com/,
36724,Felix x Kamiusagi Rope,,「フィリックス」ｘ「紙兎ロペ」,Original,454,,ONA,,,,2017-09-03T00:00:00+00:00,,,https://nestle.jp/brand/felix/campaign/ropecollabo/,
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,,忍たま乱太郎の宇宙大冒険 with コズミックフロント☆NEXT,Unknown,453,,TV Special,,,,2016-02-11T00:00:00+00:00,,Ajia-do,http://www9.nhk.or.jp/anime/nintama/nintama-cosmic/,
38025,Himitsukessha Taka no Tsume GG,,秘密結社 鷹の爪GG,Original,450,,ONA,,,,2018-07-19T00:00:00+00:00,,,https://ja.wikipedia.org/wiki/%E7%A7%98%E5%AF%86%E7%B5%90%E7%A4%BE%E9%B7%B9%E3%81%AE%E7%88%AA,
58242,Tsuma wo Dousoukai ni Ikasetara,,妻を同窓会にいかせたら,Manga,444,,OVA,,,,2024-05-24T00:00:00+00:00,,Studio 1st,,
33922,"Taka no Tsumedan, Toyama",,鷹の爪団、富山,Original,440,,ONA,,,,2016-04-06T00:00:00+00:00,,DLE,http://perorich-toyama.com/,
