mal_id,weekId,title,english_title,seriesName,ups,comment_count,episode,Year,season,airsDayOfWeek
39456,18,Sounan desu ka?,Are You Lost?,Are You Lost?,505,111,7,2019,fall,Tuesday
39456,18,Sounan desu ka?,Are You Lost?,Are You Lost?,503,111,7,2019,fall,Tuesday
00021,18,One Piece,One Piece,One Piece,498,99,897,2019,fall,Sunday
39417,18,Granbelm,GRANBELM,Granbelm,459,177,6,2019,fall,Saturday
39324,18,"Uchi no Ko no Tame Naraba, Ore wa Moshikashitara Maou mo Taoseru Kamo Shirenai.","If It's for My Daughter, I'd Even Defeat a Demon Lord",Uchi no Musume no Tame naraba,392,141,7,2019,fall,Thursday
39533,18,Given,given,Given,390,130,6,2019,fall,Friday
39326,18,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?","Hensuki: Are you willing to fall in love with a pervert, as long as she's a cutie?",389,126,6,2019,fall,Monday
39533,18,Given,given,Given,389,130,6,2019,fall,Friday
39324,18,"Uchi no Ko no Tame Naraba, Ore wa Moshikashitara Maou mo Taoseru Kamo Shirenai.","If It's for My Daughter, I'd Even Defeat a Demon Lord",Uchi no Musume no Tame naraba,388,141,7,2019,fall,Thursday
39326,18,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?","Hensuki: Are you willing to fall in love with a pervert, as long as she's a cutie?",388,126,6,2019,fall,Monday
38480,18,Toaru Kagaku no Accelerator,A Certain Scientific Accelerator,A Certain Scientific Accelerator,375,201,5,2019,fall,Friday
38297,18,"Maou-sama, Retry!","Demon Lord, Retry!","Demon Lord, Retry!",250,109,7,2019,fall,Thursday
38297,18,"Maou-sama, Retry!","Demon Lord, Retry!","Demon Lord, Retry!",247,109,7,2019,fall,Thursday
39199,18,Katsute Kami Datta Kemono-tachi e,To the Abandoned Sacred Beasts,To the Abandoned Sacred Beasts,222,86,7,2019,fall,Monday
39199,18,Katsute Kami Datta Kemono-tachi e,To the Abandoned Sacred Beasts,To the Abandoned Sacred Beasts,218,86,7,2019,fall,Monday
37744,18,Isekai Cheat Magician,Isekai Cheat Magician,Isekai Cheat Magician,213,174,6,2019,fall,Wednesday
37744,18,Isekai Cheat Magician,Isekai Cheat Magician,Isekai Cheat Magician,211,174,6,2019,fall,Wednesday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,158,162,1,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,158,162,1,2019,fall,Thursday
34620,18,Kono Yo no Hate de Koi o Utau Shoujo YU-NO,YU-NO: A Girl Who Chants Love at the Bound of This World,YU-NO: A Girl Who Chants Love at the Bound of This World,151,79,19,2019,fall,Tuesday
34620,18,Kono Yo no Hate de Koi o Utau Shoujo YU-NO,YU-NO: A Girl Who Chants Love at the Bound of This World,YU-NO: A Girl Who Chants Love at the Bound of This World,149,79,19,2019,fall,Tuesday
37926,18,Naka no Hito Genome [Jikkyouchuu],The Ones Within,The Ones Within,109,50,6,2019,fall,Sunday
37926,18,Naka no Hito Genome [Jikkyouchuu],The Ones Within,The Ones Within,106,50,6,2019,fall,Sunday
38731,18,Diamond no Ace: Act II,,Ace of Diamond,93,27,20,2019,fall,Tuesday
38731,18,Diamond no Ace: Act II,,Ace of Diamond,89,27,20,2019,fall,Tuesday
38098,18,Mix,MIX,Mix: Meisei Story,79,13,18,2019,fall,""
38098,18,Mix,MIX,Mix: Meisei Story,75,13,18,2019,fall,""
35972,18,Fairy Tail (2018),Fairy Tail Final Season,A,58,15,44,2019,fall,Saturday
38009,18,Re:Stage! Dream Days♪,Re:Stage! Dream Days,Re:Stage! Dream Days,57,25,6,2019,fall,Sunday
38009,18,Re:Stage! Dream Days♪,Re:Stage! Dream Days,Re:Stage! Dream Days,54,25,6,2019,fall,Sunday
38920,18,Kochoki: Wakaki Nobunaga,Kochoki,Gorgeous Butterfly: Young Nobunaga,39,13,6,2019,fall,Monday
38920,18,Kochoki: Wakaki Nobunaga,Kochoki,Gorgeous Butterfly: Young Nobunaga,33,13,6,2019,fall,Monday
39592,18,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Mobile Suit Gundam: The Origin,30,5,13,2019,fall,Monday
39592,18,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Mobile Suit Gundam: The Origin,28,5,13,2019,fall,Monday
235,18,Meitantei Conan,Case Closed,Detective Conan,23,8,950,2019,fall,Saturday
34034,18,Pocket Monsters Sun & Moon,Pokémon the Series: Sun & Moon,Pokémon,22,7,134,2019,fall,Tuesday
32212,18,Ensemble Stars!,Ensemble Stars!,Ensemble Stars!,16,4,6,2019,fall,Sunday
37140,18,Gegege no Kitarou (2018),GeGeGe no Kitaro,GeGeGe no Kitaro (2018),15,4,68,2019,fall,Sunday
32212,18,Ensemble Stars!,Ensemble Stars!,Ensemble Stars!,15,4,6,2019,fall,Sunday
38578,18,Star☆Twinkle Precure,,Star ☆ Twinkle Precure,14,3,27,2019,fall,Sunday
38578,18,Star☆Twinkle Precure,,Star ☆ Twinkle Precure,13,3,27,2019,fall,Sunday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,11,2,2,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,10,2,2,2019,fall,Thursday
34566,18,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,9,11,119,2019,fall,Sunday
37893,18,Yami Shibai 7,Yamishibai: Japanese Ghost Stories 7,Yamishibai: Japanese Ghost Stories,8,1,6,2019,spring,Monday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,8,2,3,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,8,1,5,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,8,22,12,2019,fall,Thursday
37893,18,Yami Shibai 7,Yamishibai: Japanese Ghost Stories 7,Yamishibai: Japanese Ghost Stories,8,1,6,2019,spring,Monday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,7,7,4,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,7,2,3,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,7,7,4,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,7,22,12,2019,fall,Thursday
39078,18,Aikatsu Friends!: Kagayaki no Jewel,,,6,1,19,2019,fall,""
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,6,0,8,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,6,3,11,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,6,1,5,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,6,0,8,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,6,2,10,2019,fall,Thursday
39620,18,Hakata Mentai! Pirikarako-chan,Hakata Mentai! Pirikarako-chan,Hakata Mentai! Pirikarako-chan,6,3,6,2019,fall,Sunday
39620,18,Hakata Mentai! Pirikarako-chan,Hakata Mentai! Pirikarako-chan,Hakata Mentai! Pirikarako-chan,5,3,6,2019,fall,Sunday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,5,2,10,2019,fall,Thursday
39078,18,Aikatsu Friends!: Kagayaki no Jewel,,,5,1,19,2019,fall,""
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,5,3,11,2019,fall,Thursday
36536,18,Star Mu 3,STARMYU 3,High School Star Musical,4,3,7,2019,spring,Monday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,4,0,7,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,4,0,9,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,4,0,9,2019,fall,Thursday
36536,18,Star Mu 3,STARMYU 3,High School Star Musical,4,3,7,2019,spring,Monday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,3,0,7,2019,fall,Thursday
39527,18,Try Knights,Try Knights,Try Knights,3,7,3,2019,fall,Wednesday
39527,18,Try Knights,Try Knights,Try Knights,2,7,3,2019,fall,Wednesday
34866,18,Yu☆Gi☆Oh! VRAINS,Yu-Gi-Oh! VRAINS,Yu-Gi-Oh! VRAINS,2,2,114,2019,fall,Wednesday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,2,0,6,2019,fall,Thursday
40256,18,Cannon Busters,Cannon Busters,Cannon Busters,2,0,6,2019,fall,Thursday
03425,18,Meiken Lassie,,Lassie,0,1,8,2019,fall,""
38691,19,Dr. STONE,Dr. STONE,Dr. Stone,6471,811,24,2019,fall,Friday
38408,19,Boku no Hero Academia 4,My Hero Academia Season 4,,5472,1135,9,2019,summer,Saturdays
37521,19,Vinland Saga,VINLAND SAGA,Vinland Saga,3191,789,22,2019,fall,Monday
38671,19,Enen no Shouboutai,Fire Force,Fire Force,2114,459,21,2019,fall,Saturday
39597,19,Sword Art Online: Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,Sword Art Online,2090,721,10,2019,fall,Sunday
38084,19,Fate/Grand Order: Zettai Majuu Sensen Babylonia,Fate/Grand Order Absolute Demonic Front: Babylonia,Fate/Grand Order - Absolute Demonic Front: Babylonia,1532,547,11,2019,fall,Saturday
38659,19,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Cautious Hero: The Hero Is Overpowered but Overly Cautious,1405,349,10,2019,fall,Wednesday
38483,19,Ore wo Suki nano wa Omae dake ka yo,ORESUKI: Are you the only one who loves me?,ORESUKI Are you the only one who loves me?,1125,249,11,2019,fall,Thursday
39195,19,BEASTARS,,Beastars,714,256,11,2019,fall,Thursday
34572,19,Black Clover,Black Clover,Black Clover,685,233,114,2019,fall,Tuesday
39468,19,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,Ascendance of a Bookworm: I'll do anything to become a librarian,657,358,12,2019,fall,Wednesday
40004,19,Boku-tachi wa Benkyou ga Dekinai!,We Never Learn!: BOKUBEN Season 2,We Never Learn: BOKUBEN,639,164,11,2019,winter,Sunday
37379,19,Chihayafuru 3,Chihayafuru 3,Chihayafuru,626,109,11,2019,spring,Tuesday
39196,19,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,Welcome to Demon School! Iruma-Kun,510,79,11,2019,fall,Saturday
37972,19,Hoshiai no Sora,Stars Align,Stars Align,445,108,11,2019,fall,Friday
37393,19,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Didn't I Say to Make My Abilities Average in the Next Life?!,Didn't I Say to Make My Abilities Average in the Next Life?!,444,168,11,2019,fall,Monday
39030,19,Hataage! Kemono Michi,Kemono Michi: Rise Up,Kemono Michi: Rise Up,419,105,12,2019,fall,Wednesday
39940,19,Shokugeki no Souma: Shin no Sara,Food Wars! The Fourth Plate,Food Wars! Shokugeki no Soma,418,143,10,2019,fall,Saturday
39539,19,No Guns Life,No Guns Life,No Guns Life,384,43,11,2019,fall,Friday
00021,19,One Piece,One Piece,One Piece,345,132,914,2019,fall,Sunday
36369,19,Ginga Eiyuu Densetsu -Die Neue These- Seiran 1,Legend of the Galactic Heroes: Die Neue These Second,Legend of the Galactic Heroes,280,82,12,2019,fall,""
38080,19,Kono Oto Tomare! 2,Kono Oto Tomare!: Sounds of Life Season 2,Kono Oto Tomare!: Sounds of Life,215,38,11,2019,winter,Sunday
39806,19,Mugen no Juunin: Immortal,Blade of the Immortal,,189,29,12,2019,fall,""
40178,19,Null Peta,Null & Peta,Null & Peta,187,47,11,2019,fall,Friday
39523,19,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,High School Prodigies Have It Easy Even In Another World,High School Prodigies Have It Easy Even in Another World!,178,125,12,2019,fall,Thursday
38572,19,Assassins Pride,ASSASSINS PRIDE,Assassins Pride,176,74,11,2019,fall,Thursday
21877,19,High Score Girl II,Hi Score Girl II,Hi Score Girl,172,47,8,2019,winter,""
37403,19,Ahiru no Sora,,Ahiru no Sora,155,41,12,2019,fall,Wednesday
38276,19,Houkago Saikoro Club,After School Dice Club,After School Dice Club,149,65,12,2019,fall,Thursday
40351,19,Pocket Monsters (2019),,Pocket Monsters (2019),148,51,5,2019,fall,Sunday
38161,19,Kabukicho Sherlock,Case File nº221: Kabukicho,Case File nº221: Kabukicho,127,36,10,2019,fall,Saturday
39355,19,Radiant 2,RADIANT Season 2,Yatogame-chan Kansatsu Nikki,78,14,12,2019,winter,Thursday
40196,19,Kandagawa Jet Girls,,Kandagawa Jet Girls,74,36,10,2019,fall,Tuesday
38529,19,Rifle Is Beautiful,Chidori RSC,Rifle is Beautiful,73,33,9,2019,fall,Sunday
38390,19,Chuubyou Gekihatsu Boy,Outburst Dreamer Boys,Outburst Dreamer Boys,69,33,11,2019,fall,Thursday
39701,19,Nanatsu no Taizai: Kamigami no Gekirin,The Seven Deadly Sins: Wrath of the Gods,The Seven Deadly Sins,69,23,11,2019,fall,Wednesday
38731,19,Diamond no Ace: Act II,,Ace of Diamond,57,18,38,2019,fall,Tuesday
36587,19,GRANBLUE FANTASY The Animation Season 2,GRANBLUE FANTASY The Animation Season 2,Granblue Fantasy The Animation,56,11,10,2019,winter,Saturday
39063,19,Fairy Gone 2,Fairy gone Season 1 Part 2,Fairy gone,56,9,11,2019,winter,Monday
39799,19,Val x Love,Val x Love,Val x Love,55,18,11,2019,fall,Saturday
40192,19,Gundam Build Divers Re:RISE,Gundam Build Divers Re:RISE,Gundam Build Divers Re:Rise,46,19,12,2019,fall,Thursday
39590,19,Africa no Salaryman,Africa Salaryman,Africa Salaryman,35,9,11,2019,fall,Monday
34566,19,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,30,22,136,2019,fall,Sunday
39567,19,Keishicho Tokumu-bu Tokushu Kyoaku-han Taisaku-Shitsu Dai-Nana-ka: Tokunana,Special 7: Special Crime Investigation Unit,Special 7: Special Crime Investigation Unit,23,4,10,2019,fall,Sunday
39506,19,Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,19,25,11,2019,fall,Monday
39959,19,Ani ni Tsukeru Kusuri wa Nai! 3,,Please Take My Brother Away,16,3,11,2019,spring,Monday
40228,19,Bananya: Fushigi na Nakama-tachi,Bananya and the Curious Bunch,Bananya,15,5,12,2019,fall,Tuesday
38578,19,Star☆Twinkle Precure,,Star ☆ Twinkle Precure,12,3,44,2019,fall,Sunday
38331,19,Stand My Heroes: PIECE OF TRUTH,Stand My Heroes: Piece of Truth,Stand My Heroes: Piece of Truth,9,4,11,2019,fall,Monday
37268,19,Z/X: Code Reunion,Z/X: Code Reunion,Z/X: Code Reunion,9,2,11,2019,fall,Tuesday
39194,19,Shin Chuuka Ichiban!,True Cooking Master Boy,Cooking Master Boy,8,5,10,2019,fall,Saturday
40266,19,Aikatsu on Parade!,,Aikatsu on Parade!,7,4,11,2019,fall,Saturday
3879,19,Paris no Isabel,,,7,1,5,2019,fall,
38670,19,ACTORS: Songs Connection,Actors: Songs Connection,Actors: Songs Connection,5,2,11,2019,fall,Sunday
03425,19,Meiken Lassie,,Lassie,5,1,26,2019,fall,""
40197,19,Urashimasakatasen no Nichijou,Days of Urashimasakatasen,Days of Urashimasakatasen,5,4,12,2019,fall,Wednesday
32212,19,Ensemble Stars!,Ensemble Stars!,Ensemble Stars!,4,1,23,2019,fall,Sunday
37140,19,Gegege no Kitarou (2018),GeGeGe no Kitaro,GeGeGe no Kitaro (2018),3,2,85,2019,fall,Sunday
235,19,Meitantei Conan,Case Closed,Detective Conan,2,1,963,2019,fall,Saturday
39183,19,Super Shiro,,Super Shiro,2,1,10,2019,fall,Monday
38408,20,Boku no Hero Academia 4,My Hero Academia Season 4,,3262,705,10,2019,summer,Saturdays
37521,20,Vinland Saga,VINLAND SAGA,Vinland Saga,2322,482,23,2019,fall,Monday
38659,20,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Cautious Hero: The Hero Is Overpowered but Overly Cautious,1936,665,11,2019,fall,Wednesday
39597,20,Sword Art Online: Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,Sword Art Online,1769,1008,11,2019,fall,Sunday
38671,20,Enen no Shouboutai,Fire Force,Fire Force,1531,358,22,2019,fall,Saturday
38483,20,Ore wo Suki nano wa Omae dake ka yo,ORESUKI: Are you the only one who loves me?,ORESUKI Are you the only one who loves me?,1377,341,12,2019,fall,Thursday
34572,20,Black Clover,Black Clover,Black Clover,1024,387,115,2019,fall,Tuesday
39195,20,BEASTARS,,Beastars,941,265,12,2019,fall,Thursday
40004,20,Boku-tachi wa Benkyou ga Dekinai!,We Never Learn!: BOKUBEN Season 2,We Never Learn: BOKUBEN,743,230,12,2019,winter,Sunday
39468,20,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,Ascendance of a Bookworm: I'll do anything to become a librarian,685,452,14,2019,fall,Wednesday
37972,20,Hoshiai no Sora,Stars Align,Stars Align,616,214,12,2019,fall,Friday
37393,20,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Didn't I Say to Make My Abilities Average in the Next Life?!,Didn't I Say to Make My Abilities Average in the Next Life?!,600,231,12,2019,fall,Monday
39940,20,Shokugeki no Souma: Shin no Sara,Food Wars! The Fourth Plate,Food Wars! Shokugeki no Soma,584,190,11,2019,fall,Saturday
37379,20,Chihayafuru 3,Chihayafuru 3,Chihayafuru,534,65,12,2019,spring,Tuesday
39468,20,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,Ascendance of a Bookworm: I'll do anything to become a librarian,517,130,13,2019,fall,Wednesday
39196,20,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,Welcome to Demon School! Iruma-Kun,431,82,12,2019,fall,Saturday
39539,20,No Guns Life,No Guns Life,No Guns Life,411,45,12,2019,fall,Friday
21877,20,High Score Girl II,Hi Score Girl II,Hi Score Girl,385,101,9,2019,winter,""
38080,20,Kono Oto Tomare! 2,Kono Oto Tomare!: Sounds of Life Season 2,Kono Oto Tomare!: Sounds of Life,369,120,12,2019,winter,Sunday
38572,20,Assassins Pride,ASSASSINS PRIDE,Assassins Pride,226,94,12,2019,fall,Thursday
00021,20,One Piece,One Piece,One Piece,175,64,915,2019,fall,Sunday
40178,20,Null Peta,Null & Peta,Null & Peta,159,56,12,2019,fall,Friday
38161,20,Kabukicho Sherlock,Case File nº221: Kabukicho,Case File nº221: Kabukicho,153,69,11,2019,fall,Saturday
39806,20,Mugen no Juunin: Immortal,Blade of the Immortal,,148,28,13,2019,fall,""
40351,20,Pocket Monsters (2019),,Pocket Monsters (2019),142,57,6,2019,fall,Sunday
37403,20,Ahiru no Sora,,Ahiru no Sora,142,52,13,2019,fall,Wednesday
38731,20,Diamond no Ace: Act II,,Ace of Diamond,111,44,39,2019,fall,Tuesday
38529,20,Rifle Is Beautiful,Chidori RSC,Rifle is Beautiful,75,20,10,2019,fall,Sunday
39701,20,Nanatsu no Taizai: Kamigami no Gekirin,The Seven Deadly Sins: Wrath of the Gods,The Seven Deadly Sins,73,83,12,2019,fall,Wednesday
39355,20,Radiant 2,RADIANT Season 2,Yatogame-chan Kansatsu Nikki,71,12,13,2019,winter,Thursday
40196,20,Kandagawa Jet Girls,,Kandagawa Jet Girls,67,16,11,2019,fall,Tuesday
39799,20,Val x Love,Val x Love,Val x Love,56,15,12,2019,fall,Saturday
39590,20,Africa no Salaryman,Africa Salaryman,Africa Salaryman,47,13,12,2019,fall,Monday
36587,20,GRANBLUE FANTASY The Animation Season 2,GRANBLUE FANTASY The Animation Season 2,Granblue Fantasy The Animation,46,10,11,2019,winter,Saturday
40192,20,Gundam Build Divers Re:RISE,Gundam Build Divers Re:RISE,Gundam Build Divers Re:Rise,37,12,13,2019,fall,Thursday
39567,20,Keishicho Tokumu-bu Tokushu Kyoaku-han Taisaku-Shitsu Dai-Nana-ka: Tokunana,Special 7: Special Crime Investigation Unit,Special 7: Special Crime Investigation Unit,25,3,11,2019,fall,Sunday
40228,20,Bananya: Fushigi na Nakama-tachi,Bananya and the Curious Bunch,Bananya,19,8,13,2019,fall,Tuesday
39506,20,Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,15,18,12,2019,fall,Monday
39959,20,Ani ni Tsukeru Kusuri wa Nai! 3,,Please Take My Brother Away,13,5,12,2019,spring,Monday
40266,20,Aikatsu on Parade!,,Aikatsu on Parade!,10,3,12,2019,fall,Saturday
32212,20,Ensemble Stars!,Ensemble Stars!,Ensemble Stars!,9,1,24,2019,fall,Sunday
38670,20,ACTORS: Songs Connection,Actors: Songs Connection,Actors: Songs Connection,8,2,12,2019,fall,Sunday
37268,20,Z/X: Code Reunion,Z/X: Code Reunion,Z/X: Code Reunion,7,5,12,2019,fall,Tuesday
34566,20,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,6,13,137,2019,fall,Sunday
38331,20,Stand My Heroes: PIECE OF TRUTH,Stand My Heroes: Piece of Truth,Stand My Heroes: Piece of Truth,5,5,12,2019,fall,Monday
235,20,Meitantei Conan,Case Closed,Detective Conan,4,1,964,2019,fall,Saturday
39194,20,Shin Chuuka Ichiban!,True Cooking Master Boy,Cooking Master Boy,3,5,11,2019,fall,Saturday
37140,20,Gegege no Kitarou (2018),GeGeGe no Kitaro,GeGeGe no Kitaro (2018),1,3,86,2019,fall,Sunday
3879,20,Paris no Isabel,,,0,0,6,2019,fall,
37510,21,Mob Psycho 100 II,Mob Psycho 100 II,Mob Psycho 100,8272,1185,1,2019,winter,Monday
37779,21,Yakusoku no Neverland,The Promised Neverland,The Promised Neverland,6351,1624,1,2019,fall,""
37430,21,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,That Time I Got Reincarnated as a Slime,4398,1364,14,2019,fall,Tuesday
35790,21,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,The Rising of the Shield Hero,3247,1643,1,2019,fall,Wednesday
38101,21,5-Toubun no Hanayome,The Quintessential Quintuplets,The Quintessential Quintuplets,2315,864,1,2019,fall,""
37520,21,Dororo,Dororo,Dororo,2232,430,1,2019,fall,Sunday
37451,21,Boogiepop wa Warawanai,Boogiepop and Others,Boogiepop Phantom,1578,376,1,2019,fall,Daily
36474,21,Sword Art Online: Alicization,,Sword Art Online,1539,673,13,2019,fall,Sunday
37451,21,Boogiepop wa Warawanai,Boogiepop and Others,Boogiepop Phantom,1404,476,2,2019,fall,Daily
37086,21,Kakegurui ××,Kakegurui XX,Kakegurui,879,258,1,2019,fall,Wednesday
37993,21,Watashi ni Tenshi ga Maiorita!,WATATEN!: an Angel Flew Down to Me,WATATEN!: an Angel Flew Down to Me,696,355,1,2019,fall,Tuesday
37965,21,Kaze ga Tsuyoku Fuiteiru,Run with the Wind,Run with the Wind,696,162,12,2019,fall,Wednesday
37920,21,Ueno-san wa Bukiyou,"How Clumsy you are, Miss Ueno","How clumsy you are, Miss Ueno.",554,169,1,2019,fall,Monday
38145,21,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",My Roommate is a Cat,My Roommate is a Cat,454,138,1,2019,fall,Wednesday
37302,21,Kemurikusa,kemurikusa.,Kemurikusa,320,127,1,2019,fall,Wednesday
37998,21,Girly Air Force,Girly Air Force,Girly Air Force,303,296,1,2019,fall,Thursday
36653,21,Tsurune: Kazemai Koukou Kyuudou-bu,Tsurune,Tsurune: Kazemai High School Kyudo Club,204,115,11,2019,fall,Monday
38544,21,Egao no Daika,The Price of Smiles,The Price of Smiles,202,141,1,2019,fall,Friday
37447,21,Karakuri Circus,,Karakuri Circus,169,47,13,2019,fall,Thursday
37869,21,BanG Dream! 2nd Season,BanG Dream! S2,BanG Dream!,156,62,2,2019,winter,Thursday
37374,21,Pastel Memories,Pastel Memories,Pastel Memories,135,75,1,2019,fall,Tuesday
36793,21,3D Kanojo: Real Girl 2,Real Girl 2,Real Girl,124,37,1,2019,winter,Wednesday
37509,21,W'z,,W'z,100,179,1,2019,fall,Sunday
35972,21,Fairy Tail (2018),Fairy Tail Final Season,A,97,42,13,2019,fall,Saturday
38162,21,Rinshi!! Ekoda-chan,Rinshi!! Ekodachan,Rinshi!! Ekodachan,94,30,1,2019,fall,Wednesday
37958,21,Fukigen na Mononokean Tsuzuki,The Morose Mononokean Ⅱ,The Morose Mononokean,82,22,1,2019,fall,Saturday
38157,21,Circlet Princess,,Circlet Princess,79,34,1,2019,fall,Tuesday
38449,21,Dimension High School,,Dimension High School,75,57,1,2019,fall,Thursday
39355,21,Radiant 2,RADIANT Season 2,Yatogame-chan Kansatsu Nikki,75,44,14,2019,fall,Thursday
34209,21,Meiji Tokyo Renka,Meiji Tokyo Renka,Meiji Tokyo Renka,58,56,1,2019,fall,Wednesday
38673,21,Mini Toji,Katana Maidens ~ Mini Toji,Katana Maidens ~ Mini Toji,38,21,0,2019,fall,Sunday
36593,21,Hugtto! Precure,Hugtto! Precure,Hugtto! Precure,32,34,46,2019,fall,Sunday
37747,21,Ameiro Cocoa sideG,Rainy Cocoa sideG,Rainy Cocoa,29,8,1,2019,fall,Wednesday
36934,21,Captain Tsubasa (2018),Captain Tsubasa (2018),Captain Tsubasa (2018),20,4,39,2019,fall,Monday
36934,21,Captain Tsubasa (2018),Captain Tsubasa (2018),Captain Tsubasa (2018),18,15,40,2019,fall,Monday
37023,21,Layton Mystery Tanteisha: Katri no Nazotoki File,Layton Mystery Detective Agency: Kat's Mystery-Solving Files,Layton Mystery Detective Agency: Kat's Mystery‑Solving Files,9,4,37,2019,fall,Sunday
34539,21,Saint Seiya: Saintia Shou,Saint Seiya Saintia Sho,Saint Seiya: Saintia Sho,4,8,4,2019,fall,Monday
37999,22,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,Kaguya-sama: Love is War,8185,1544,1,2019,fall,""
37510,22,Mob Psycho 100 II,Mob Psycho 100 II,Mob Psycho 100,4510,731,2,2019,winter,Monday
35790,22,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,The Rising of the Shield Hero,4363,2144,2,2019,fall,Wednesday
37430,22,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,That Time I Got Reincarnated as a Slime,4060,1168,15,2019,fall,Tuesday
37779,22,Yakusoku no Neverland,The Promised Neverland,The Promised Neverland,3803,1296,2,2019,fall,""
37520,22,Dororo,Dororo,Dororo,2239,523,2,2019,fall,Sunday
37991,22,JoJo no Kimyou na Bouken: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,JoJo's Bizarre Adventure,1984,463,14,2019,fall,""
38101,22,5-Toubun no Hanayome,The Quintessential Quintuplets,The Quintessential Quintuplets,1699,460,2,2019,fall,""
36474,22,Sword Art Online: Alicization,,Sword Art Online,1659,657,14,2019,fall,Sunday
37451,22,Boogiepop wa Warawanai,Boogiepop and Others,Boogiepop Phantom,1443,576,3,2019,fall,Daily
37982,22,Domestic na Kanojo,Domestic Girlfriend,Domestic Girlfriend,932,543,1,2019,fall,Saturday
37965,22,Kaze ga Tsuyoku Fuiteiru,Run with the Wind,Run with the Wind,840,208,13,2019,fall,Wednesday
